0.529038, 0.683554
0.195441, 0.30134
0.85519, 0.690023
0.864101, 0.303598
0.607105, 0.808618
0.433912, 0.670858
0.714713, 0.539262
0.0364086, 0.61446
0.226081, 0.191412
0.882626, 0.584033
0.0448927, 0.796594
0.149754, 0.731834
0.162053, 0.538865
0.3155, 0.035493
0.912656, 0.108829
0.720542, 0.735282
0.289438, 0.887997
0.640919, 0.241707
0.844478, 0.369091
0.65154, 0.170446
0.209693, 0.719352
0.561724, 0.66039
0.767907, 0.892422
0.704489, 0.630909
0.505478, 0.195257
0.8605, 0.135136
0.577898, 0.716697
0.597919, 0.465133
0.619404, 0.523118
0.309732, 0.165014
0.328135, 0.0283212
0.729545, 0.608814
0.357921, 0.443525
0.206915, 0.298929
0.0476699, 0.713126
0.524125, 0.541551
0.0203253, 0.843837
0.534745, 0.655263
0.182012, 0.0318918
0.406049, 0.369121
0.152654, 0.496139
0.746178, 0.566424
0.659841, 0.421522
0.396985, 0.030427
0.926511, 0.920896
0.174688, 0.348308
0.584216, 0.420362
0.338542, 0.629536
0.142949, 0.374798
0.0695212, 0.194891
0.548997, 0.719443
0.739982, 0.892697
0.861599, 0.964446
0.255562, 0.197729
0.58037, 0.337901
0.25071, 0.750328
0.654225, 0.884335
0.418744, 0.490432
0.703146, 0.924009
0.758202, 0.0441603
0.484024, 0.780297
0.0161138, 0.518296
0.132206, 0.18067
0.110324, 0.359264
0.209235, 0.237739
0.810999, 0.432844
0.0889004, 0.416608
0.463363, 0.980926
0.712149, 0.39494
0.0330515, 0.611255
0.242439, 0.221778
0.254341, 0.976836
0.652974, 0.681326
0.163701, 0.300913
0.77636, 0.268288
0.798944, 0.404035
0.848872, 0.680685
0.345958, 0.38905
0.0798059, 0.236244
0.513871, 0.64098
0.277688, 0.11948
0.419813, 0.297159
0.0641194, 0.864467
0.764885, 0.84463
0.707053, 0.980346
0.582293, 0.000549333
0.104068, 0.126133
0.339091, 0.532334
0.947996, 0.739952
0.672628, 0.172948
0.604358, 0.529893
0.542894, 0.28898
0.734153, 0.732627
0.0824, 0.455947
0.190985, 0.545366
0.924406, 0.598987
0.225562, 0.638478
0.29078, 0.853542
0.527696, 0.153966
0.621296, 0.803369
0.137516, 0.0968047
0.0245674, 0.251686
0.757317, 0.524857
0.333293, 0.181677
0.494552, 0.444197
0.0434278, 0.0628681
0.568255, 0.815485
0.920011, 0.159185
0.00924711, 0.57796
0.549944, 0.995605
0.885861, 0.0974761
0.623432, 0.638783
0.0862453, 0.944365
0.224952, 0.948881
0.188757, 0.407575
0.915677, 0.457961
0.451155, 0.651845
0.88757, 0.0318003
0.450423, 0.923093
0.971587, 0.971099
0.404279, 0.709403
0.780297, 0.708213
0.705405, 0.262947
0.766472, 0.756218
0.69982, 0.389843
0.479293, 0.0658284
0.240852, 0.913419
0.7987, 0.447127
0.0494705, 0.718009
0.429579, 0.211341
0.412854, 0.778771
0.4373, 0.690512
0.251625, 0.084109
0.105014, 0.789483
0.0879543, 0.857204
0.894833, 0.227882
0.945006, 0.982055
0.793573, 0.627705
0.709403, 0.0415357
0.824702, 0.102634
0.987732, 0.872555
0.00738548, 0.505844
0.988647, 0.0451064
0.544176, 0.992065
0.461196, 0.171606
0.518204, 0.0503861
0.221686, 0.452345
0.881802, 0.664327
0.29899, 0.363659
0.0170598, 0.754387
0.230689, 0.894803
0.650136, 0.560747
0.540757, 0.239937
0.399915, 0.121464
0.930082, 0.351665
0.7434, 0.502487
0.211097, 0.261727
0.677511, 0.935911
0.518082, 0.575854
0.860164, 0.522782
0.823603, 0.0485549
0.510575, 0.656728
0.293252, 0.644459
0.850917, 0.82403
0.509507, 0.991699
0.370067, 0.937498
0.0956755, 0.634785
0.690878, 0.859554
0.771905, 0.992157
0.322275, 0.270791
0.373547, 0.425031
0.077456, 0.540941
0.864376, 0.324198
0.439039, 0.757653
0.874447, 0.620106
0.653066, 0.569903
0.795129, 0.623554
0.832728, 0.00216681
0.961791, 0.602313
0.852748, 0.895383
0.955687, 0.00061037
0.316568, 0.131077
0.55623, 0.707266
0.376659, 0.295419
0.37495, 0.278878
0.68981, 0.938231
0.7022, 0.524583
0.288095, 0.0844447
0.598132, 0.358043
0.647725, 0.153935
0.759056, 0.323649
0.73574, 0.945158
0.190435, 0.702445
0.316904, 0.839991
0.217689, 0.604572
0.301523, 0.885495
0.866268, 0.954253
0.415418, 0.908658
0.14185, 0.773644
0.973418, 0.32078
0.242805, 0.671743
0.0378124, 0.76751
0.234596, 0.944487
0.742729, 0.28077
0.219245, 0.192633
0.0654927, 0.0889309
0.529649, 0.863521
0.827082, 0.741569
0.98056, 0.622425
0.201697, 0.704581
0.707785, 0.960967
0.517899, 0.0827052
0.62624, 0.947478
0.631703, 0.624897
0.0383618, 0.526536
0.653188, 0.669271
0.424482, 0.273446
0.308054, 0.183752
0.945647, 0.0101321
0.715049, 0.558794
0.690939, 0.188574
0.860652, 0.307932
0.200079, 0.44789
0.552385, 0.333354
0.292611, 0.2519
0.13184, 0.911588
0.735008, 0.0126041
0.72866, 0.0565813
0.77691, 0.606555
0.336772, 0.415815
0.0877712, 0.68981
0.4944, 0.355754
0.125309, 0.718101
0.848384, 0.393262
0.466353, 0.0783105
0.38496, 0.628742
0.132481, 0.237678
0.607562, 0.337596
0.440565, 0.316324
0.443129, 0.37608
0.410108, 0.990539
0.158361, 0.55797
0.258583, 0.131809
0.0667745, 0.657979
0.0157476, 0.0889309
0.308206, 0.198645
0.788446, 0.0185553
0.481613, 0.676443
0.70687, 0.170904
0.412946, 0.383557
0.0841395, 0.536943
0.838679, 0.482101
0.819605, 0.763085
0.286966, 0.485733
0.577471, 0.739555
0.937071, 0.806513
0.772729, 0.769189
0.738578, 0.521867
0.89404, 0.722129
0.571673, 0.018952
0.19657, 0.0834071
0.729881, 0.671896
0.294809, 0.299234
0.505783, 0.208625
0.687002, 0.328471
0.162114, 0.92349
0.742668, 0.80517
0.0686056, 0.391552
0.184118, 0.719077
0.285867, 0.841517
0.593524, 0.0195624
0.378185, 0.842677
0.976379, 0.0500809
0.735954, 0.462752
0.913022, 0.21836
0.188849, 0.552873
0.329356, 0.80987
